species	protein	family	evidence	orthogroup
Celastrina_argiolus	Celastrina_argiolus_5054	CYP	Pfam:PF00067:59-475:cov=0.836	OG0010973
Celastrina_argiolus	Celastrina_argiolus_5055	CYP	Pfam:PF00067:54-438:cov=0.865	OG0010973
Celastrina_argiolus	Celastrina_argiolus_5343	ABC_TMD	Pfam:PF00664:143-428:cov=0.397	OG0003822
Celastrina_argiolus	Celastrina_argiolus_5344	ABC_TMD	Pfam:PF00664:98-315:cov=0.359	OG0003822
Celastrina_argiolus	Celastrina_argiolus_5372	CCE	Pfam:PF00135:26-562:cov=0.916	OG0002076
Celastrina_argiolus	Celastrina_argiolus_5566	bHLH	Pfam:PF00010:37-91:cov=0.407	OG0006458
Celastrina_argiolus	Celastrina_argiolus_5770	CYP	Pfam:PF00067:51-370:cov=0.865	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5779	CYP	Pfam:PF00067:33-491:cov=0.898	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5818	CYP	Pfam:PF00067:37-491:cov=0.890	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5871	CYP	Pfam:PF00067:34-495:cov=0.906	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5872	CYP	Pfam:PF00067:34-494:cov=0.904	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5876	Nuclear_receptor_LBD	Pfam:PF00104:251-415:cov=0.369	OG0000684
Celastrina_argiolus	Celastrina_argiolus_5953	CYP	Pfam:PF00067:32-369:cov=0.672	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5978	CYP	Pfam:PF00067:32-483:cov=0.892	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5979	CYP	Pfam:PF00067:46-416:cov=0.843	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5984	CYP	Pfam:PF00067:55-492:cov=0.854	OG0000057
Celastrina_argiolus	Celastrina_argiolus_5988	CYP	Pfam:PF00067:32-488:cov=0.907	OG0000145
Celastrina_argiolus	Celastrina_argiolus_6004	CYP	Pfam:PF00067:38-447:cov=0.869	OG0000145
Celastrina_argiolus	Celastrina_argiolus_6005	CYP	Pfam:PF00067:34-502:cov=0.921	OG0000145
Celastrina_argiolus	Celastrina_argiolus_6016	CYP	Pfam:PF00067:31-447:cov=0.921	OG0000145
Celastrina_argiolus	Celastrina_argiolus_6017	CYP	Pfam:PF00067:31-496:cov=0.925	OG0000145
Celastrina_argiolus	Celastrina_argiolus_6070	CYP	Pfam:PF00067:33-500:cov=0.918	OG0000145
Celastrina_argiolus	Celastrina_argiolus_6108	CYP	Pfam:PF00067:20-377:cov=0.897	OG0000045
Celastrina_argiolus	Celastrina_argiolus_6134	CCE	Pfam:PF00135:26-593:cov=0.613	OG0004954
Celastrina_argiolus	Celastrina_argiolus_6135	CCE	Pfam:PF00135:191-530:cov=0.394	OG0004954
Celastrina_argiolus	Celastrina_argiolus_614	UGT	Pfam:PF00201:119-506:cov=0.742	OG0000017
Celastrina_argiolus	Celastrina_argiolus_6141	Nuclear_receptor_LBD	Pfam:PF00104:189-383:cov=0.476	OG0000883
Celastrina_argiolus	Celastrina_argiolus_6142	Nuclear_receptor_LBD	Pfam:PF00104:243-437:cov=0.420	OG0000883
Celastrina_argiolus	Celastrina_argiolus_618	UGT	Pfam:PF00201:27-502:cov=0.932	OG0000017
Celastrina_argiolus	Celastrina_argiolus_626	UGT	Pfam:PF00201:58-417:cov=0.839	OG0000017
Celastrina_argiolus	Celastrina_argiolus_627	UGT	Pfam:PF00201:36-502:cov=0.900	OG0000017
Celastrina_argiolus	Celastrina_argiolus_629	UGT	Pfam:PF00201:58-305:cov=0.775	OG0000017
Celastrina_argiolus	Celastrina_argiolus_674	CYP	Pfam:PF00067:49-470:cov=0.813	OG0003226
Celastrina_argiolus	Celastrina_argiolus_675	CYP	Pfam:PF00067:56-491:cov=0.855	OG0003226
Celastrina_argiolus	Celastrina_argiolus_689	UGT	Pfam:PF00201:121-504:cov=0.744	OG0000017
Celastrina_argiolus	Celastrina_argiolus_6906	CCE	Pfam:PF00135:4-398:cov=0.940	OG0000020
Celastrina_argiolus	Celastrina_argiolus_696	UGT	Pfam:PF00201:24-512:cov=0.933	OG0000017
Celastrina_argiolus	Celastrina_argiolus_7146	SULT	Pfam:PF00685:122-236:cov=0.392	OG0002981
Celastrina_argiolus	Celastrina_argiolus_7163	CYP	Pfam:PF00067:60-393:cov=0.850	OG0000045
Celastrina_argiolus	Celastrina_argiolus_7164	CYP	Pfam:PF00067:79-356:cov=0.781	OG0000045
Celastrina_argiolus	Celastrina_argiolus_7262	SOD_CuZn	Pfam:PF00080:111-246:cov=0.544	OG0006913
Celastrina_argiolus	Celastrina_argiolus_7263	SOD_CuZn	Pfam:PF00080:90-171:cov=0.469	OG0006913
Celastrina_argiolus	Celastrina_argiolus_7270	SOD_CuZn	Pfam:PF00080:38-172:cov=0.652	OG0001345
Celastrina_argiolus	Celastrina_argiolus_739	UGT	Pfam:PF00201:104-519:cov=0.792	OG0000017
Celastrina_argiolus	Celastrina_argiolus_7430	UGT	Pfam:PF00201:23-496:cov=0.942	OG0000005
Celastrina_argiolus	Celastrina_argiolus_7530	Nuclear_receptor_LBD	Pfam:PF00104:221-390:cov=0.404	OG0001532
Celastrina_argiolus	Celastrina_argiolus_7531	Nuclear_receptor_LBD	Pfam:PF00104:269-438:cov=0.362	OG0001532
Celastrina_argiolus	Celastrina_argiolus_759	UGT	Pfam:PF00201:5-96:cov=0.958	OG0000017
Celastrina_argiolus	Celastrina_argiolus_760	UGT	Pfam:PF00201:259-467:cov=0.441	OG0000017
Celastrina_argiolus	Celastrina_argiolus_7812	ABC_NBD	Pfam:PF00005:49-194:cov=0.360	OG0004909
Celastrina_argiolus	Celastrina_argiolus_7858	CCE	Pfam:PF00135:36-521:cov=0.824	OG0003568
Celastrina_argiolus	Celastrina_argiolus_7859	CCE	Pfam:PF00135:31-517:cov=0.762	OG0003568
Celastrina_argiolus	Celastrina_argiolus_8011	CCE	Pfam:PF00135:40-531:cov=0.808	OG0004654
Celastrina_argiolus	Celastrina_argiolus_8012	CCE	Pfam:PF00135:4-249:cov=0.980	OG0004654
Celastrina_argiolus	Celastrina_argiolus_8184	CYP	Pfam:PF00067:4-409:cov=0.951	OG0005497
Celastrina_argiolus	Celastrina_argiolus_8185	CYP	Pfam:PF00067:10-373:cov=0.931	OG0005497
Celastrina_argiolus	Celastrina_argiolus_8186	CYP	Pfam:PF00067:9-369:cov=0.933	OG0005497
Celastrina_argiolus	Celastrina_argiolus_8187	CYP	Pfam:PF00067:20-369:cov=0.904	OG0005497
Celastrina_argiolus	Celastrina_argiolus_8263	CYP	Pfam:PF00067:25-383:cov=0.867	OG0018848
Celastrina_argiolus	Celastrina_argiolus_8390	CCE	Pfam:PF00135:13-508:cov=0.945	OG0000051
Celastrina_argiolus	Celastrina_argiolus_8391	CCE	Pfam:PF00135:22-517:cov=0.939	OG0000051
Celastrina_argiolus	Celastrina_argiolus_845	Peroxiredoxin	Pfam:PF00578:36-167:cov=0.581	OG0008718
Celastrina_argiolus	Celastrina_argiolus_8705	UGT	Pfam:PF00201:32-523:cov=0.937	OG0001029
Celastrina_argiolus	Celastrina_argiolus_8706	UGT	Pfam:PF00201:26-525:cov=0.949	OG0001029
Celastrina_argiolus	Celastrina_argiolus_8707	UGT	Pfam:PF00201:1-326:cov=0.994	OG0001029
Celastrina_argiolus	Celastrina_argiolus_8708	UGT	Pfam:PF00201:32-525:cov=0.937	OG0001029
Celastrina_argiolus	Celastrina_argiolus_8853	Keap1_BTB	Pfam:PF00651:63-159:cov=0.379	OG0011631
Celastrina_argiolus	Celastrina_argiolus_9047	EH	Pfam:PF00561:65-357:cov=0.746	OG0001526
Celastrina_argiolus	Celastrina_argiolus_9354	CCE	Pfam:PF00135:22-491:cov=0.830	OG0004715
Celastrina_argiolus	Celastrina_argiolus_9355	CCE	Pfam:PF00135:18-461:cov=0.825	OG0004715
Celastrina_argiolus	Celastrina_argiolus_9374	UGT	Pfam:PF00201:30-493:cov=0.910	OG0009553
Celastrina_argiolus	Celastrina_argiolus_9437	Nuclear_receptor_LBD	Pfam:PF00104:230-414:cov=0.419	OG0003819
Celastrina_argiolus	Celastrina_argiolus_9634	CCE	Pfam:PF00135:33-547:cov=0.900	OG0000760
Celastrina_argiolus	Celastrina_argiolus_9635	CCE	Pfam:PF00135:43-557:cov=0.885	OG0000760
Celastrina_argiolus	Celastrina_argiolus_9636	CCE	Pfam:PF00135:2-407:cov=0.910	OG0010322
Celastrina_argiolus	Celastrina_argiolus_9655	CCE	Pfam:PF00135:17-481:cov=0.945	OG0009996
Celastrina_argiolus	Celastrina_argiolus_9660	CCE	Pfam:PF00135:29-529:cov=0.887	OG0000760
Celastrina_argiolus	Celastrina_argiolus_9661	CCE	Pfam:PF00135:28-549:cov=0.911	OG0000760
Celastrina_argiolus	Celastrina_argiolus_988	CCE	Pfam:PF00135:21-560:cov=0.722	OG0009583
Celastrina_argiolus	Celastrina_argiolus_9952	Thioredoxin	Pfam:PF00085:8-99:cov=0.416	OG0009431
Colias_croceus	Colias_croceus_10038	CYP	Pfam:PF00067:34-478:cov=0.892	OG0000103
Colias_croceus	Colias_croceus_10248	CYP	Pfam:PF00067:35-479:cov=0.888	OG0000103
Colias_croceus	Colias_croceus_10271	CYP	Pfam:PF00067:45-503:cov=0.902	OG0000103
Colias_croceus	Colias_croceus_10351	CCE	Pfam:PF00135:21-548:cov=0.925	OG0002257
Colias_croceus	Colias_croceus_10352	CCE	Pfam:PF00135:11-538:cov=0.941	OG0002257
Colias_croceus	Colias_croceus_10355	CCE	Pfam:PF00135:11-336:cov=0.926	OG0002257
Colias_croceus	Colias_croceus_10506	CYP	Pfam:PF00067:34-483:cov=0.909	OG0000103
Colias_croceus	Colias_croceus_10667	CCE	Pfam:PF00135:56-594:cov=0.844	OG0004660
Colias_croceus	Colias_croceus_10668	CCE	Pfam:PF00135:55-630:cov=0.853	OG0004660
Colias_croceus	Colias_croceus_107	CCE	Pfam:PF00135:7-55:cov=0.438	OG0010058
Colias_croceus	Colias_croceus_10797	Nuclear_receptor_LBD	Pfam:PF00104:142-312:cov=0.487	OG0002235
Colias_croceus	Colias_croceus_10798	Nuclear_receptor_LBD	Pfam:PF00104:231-399:cov=0.386	OG0002235
Colias_croceus	Colias_croceus_11162	CYP	Pfam:PF00067:73-435:cov=0.789	OG0007408
Colias_croceus	Colias_croceus_11165	CYP	Pfam:PF00067:2-431:cov=0.977	OG0000040
Colias_croceus	Colias_croceus_11262	UGT	Pfam:PF00201:32-518:cov=0.922	OG0001029
Colias_croceus	Colias_croceus_11306	CCE	Pfam:PF00135:10-524:cov=0.959	OG0002322
Colias_croceus	Colias_croceus_11308	CCE	Pfam:PF00135:21-535:cov=0.938	OG0002322
Colias_croceus	Colias_croceus_11338	CYP	Pfam:PF00067:32-490:cov=0.920	OG0000040
Colias_croceus	Colias_croceus_11340	CYP	Pfam:PF00067:56-441:cov=0.858	OG0000040
Colias_croceus	Colias_croceus_11468	Keap1_BTB	Pfam:PF00651:24-114:cov=0.717	OG0012352
Colias_croceus	Colias_croceus_11492	Keap1_BTB	Pfam:PF00651:28-134:cov=0.363	OG0003374
Colias_croceus	Colias_croceus_11493	Keap1_BACK	Pfam:PF07707:140-236:cov=0.361	OG0003374
Colias_croceus	Colias_croceus_11493	Keap1_BTB	Pfam:PF00651:28-134:cov=0.398	OG0003374
Colias_croceus	Colias_croceus_1161	Nuclear_receptor_LBD	Pfam:PF00104:173-313:cov=0.362	OG0009593
Colias_croceus	Colias_croceus_11648	UGT	Pfam:PF00201:33-511:cov=0.911	OG0001029
Colias_croceus	Colias_croceus_11650	CYP	Pfam:PF00067:39-488:cov=0.915	OG0000040
Colias_croceus	Colias_croceus_11651	CYP	Pfam:PF00067:7-261:cov=0.593;Pfam:PF00067:261-426:cov=0.386	OG0000040
Colias_croceus	Colias_croceus_11662	UGT	Pfam:PF00201:46-536:cov=0.909	OG0001029
Colias_croceus	Colias_croceus_11663	UGT	Pfam:PF00201:32-519:cov=0.933	OG0001029
Colias_croceus	Colias_croceus_11664	UGT	Pfam:PF00201:31-520:cov=0.935	OG0001029
Colias_croceus	Colias_croceus_11665	UGT	Pfam:PF00201:31-529:cov=0.936	OG0001029
Colias_croceus	Colias_croceus_11700	CCE	Pfam:PF00135:27-531:cov=0.933	OG0010651
Colias_croceus	Colias_croceus_11946	CCE	Pfam:PF00135:8-516:cov=0.964	OG0004782
Colias_croceus	Colias_croceus_12139	EH	Pfam:PF00561:18-147:cov=0.372	OG0000449
Colias_croceus	Colias_croceus_12144	CYP	Pfam:PF00067:34-491:cov=0.900	OG0000057
Colias_croceus	Colias_croceus_12145	CYP	Pfam:PF00067:34-499:cov=0.901	OG0000057
Colias_croceus	Colias_croceus_12537	CYP	Pfam:PF00067:25-483:cov=0.927	OG0004826
Colias_croceus	Colias_croceus_12629	CCE	Pfam:PF00135:3-515:cov=0.968	OG0005388
Colias_croceus	Colias_croceus_13096	CCE	Pfam:PF00135:50-595:cov=0.809	OG0002708
Colias_croceus	Colias_croceus_13097	CCE	Pfam:PF00135:44-589:cov=0.786	OG0002708
Colias_croceus	Colias_croceus_13186	EH	Pfam:PF00561:47-158:cov=0.403	OG0002219
Colias_croceus	Colias_croceus_13471	EH	Pfam:PF00561:54-165:cov=0.394	OG0002219
Colias_croceus	Colias_croceus_13546	GST_N	Pfam:PF02798:1-74:cov=0.387	OG0003291
Colias_croceus	Colias_croceus_13549	GST_N	Pfam:PF02798:1-74:cov=0.372	OG0003291
Colias_croceus	Colias_croceus_136	Peroxiredoxin	Pfam:PF00578:4-142:cov=0.615	OG0009102
Colias_croceus	Colias_croceus_13756	Thioredoxin	Pfam:PF00085:6-100:cov=0.432	OG0009431
Colias_croceus	Colias_croceus_14025	SULT	Pfam:PF00685:61-326:cov=0.773	OG0008776
Colias_croceus	Colias_croceus_14075	FMO	Pfam:PF00743:225-386:cov=0.376;Pfam:PF00743:3-220:cov=0.506	OG0002649
Colias_croceus	Colias_croceus_14076	FMO	Pfam:PF00743:225-383:cov=0.375;Pfam:PF00743:3-220:cov=0.514	OG0002649
Colias_croceus	Colias_croceus_1415	CYP	Pfam:PF00067:28-472:cov=0.918	OG0005390
Colias_croceus	Colias_croceus_14170	CYP	Pfam:PF00067:38-486:cov=0.907	OG0003610
Colias_croceus	Colias_croceus_14292	CYP	Pfam:PF00067:37-504:cov=0.897	OG0000507
Colias_croceus	Colias_croceus_14483	CYP	Pfam:PF00067:35-509:cov=0.886	OG0000044
Colias_croceus	Colias_croceus_14693	CYP	Pfam:PF00067:36-510:cov=0.896	OG0000044
Colias_croceus	Colias_croceus_14698	CYP	Pfam:PF00067:34-512:cov=0.902	OG0000044
Colias_croceus	Colias_croceus_14729	SULT	Pfam:PF00685:61-319:cov=0.792	OG0005480
Colias_croceus	Colias_croceus_14737	SULT	Pfam:PF00685:97-355:cov=0.713	OG0005480
Colias_croceus	Colias_croceus_14744	SULT	Pfam:PF00685:86-328:cov=0.708	OG0006272
Colias_croceus	Colias_croceus_14814	CYP	Pfam:PF00067:36-512:cov=0.897	OG0000044
Colias_croceus	Colias_croceus_1493	CYP	Pfam:PF00067:27-477:cov=0.455;Pfam:PF00067:521-971:cov=0.455	OG0009188
Colias_croceus	Colias_croceus_14991	Keap1_BTB	Pfam:PF00651:50-185:cov=0.364	OG0001360
Colias_croceus	Colias_croceus_15019	CCE	Pfam:PF00135:32-533:cov=0.884	OG0001608
Colias_croceus	Colias_croceus_15020	CCE	Pfam:PF00135:32-539:cov=0.885	OG0001608
Colias_croceus	Colias_croceus_15129	CCE	Pfam:PF00135:22-527:cov=0.923	OG0002437
Colias_croceus	Colias_croceus_15131	CCE	Pfam:PF00135:56-435:cov=0.833	OG0002437
Colias_croceus	Colias_croceus_15137	CYP	Pfam:PF00067:33-368:cov=0.891	OG0003042
Colias_croceus	Colias_croceus_15142	CYP	Pfam:PF00067:33-468:cov=0.905	OG0003042
Colias_croceus	Colias_croceus_15170	UGT	Pfam:PF00201:125-504:cov=0.729	OG0000608
Colias_croceus	Colias_croceus_15213	bHLH	Pfam:PF00010:32-83:cov=0.388	OG0004639
Colias_croceus	Colias_croceus_15286	CCE	Pfam:PF00135:24-546:cov=0.919	OG0011376
Colias_croceus	Colias_croceus_15287	CCE	Pfam:PF00135:7-463:cov=0.962	OG0011376
Colias_croceus	Colias_croceus_15403	EH	Pfam:PF00561:64-185:cov=0.552	OG0001526
Colias_croceus	Colias_croceus_15453	CYP	Pfam:PF00067:74-504:cov=0.840	OG0002349
Colias_croceus	Colias_croceus_15455	CYP	Pfam:PF00067:75-502:cov=0.826	OG0002349
Colias_croceus	Colias_croceus_15478	ABC_TMD	Pfam:PF00664:36-313:cov=0.355	OG0000642
Colias_croceus	Colias_croceus_15479	ABC_TMD	Pfam:PF00664:36-313:cov=0.379	OG0000642
Colias_croceus	Colias_croceus_15488	ABC_TMD	Pfam:PF00664:14-219:cov=0.385	OG0000642
Colias_croceus	Colias_croceus_15615	UGT	Pfam:PF00201:29-499:cov=0.902	OG0000608
Colias_croceus	Colias_croceus_15718	EH	Pfam:PF00561:39-148:cov=0.356	OG0005360
Colias_croceus	Colias_croceus_1572	CYP	Pfam:PF00067:28-492:cov=0.928	OG0000040
Colias_croceus	Colias_croceus_15729	CYP	Pfam:PF00067:94-542:cov=0.818	OG0002971
Colias_croceus	Colias_croceus_15730	CYP	Pfam:PF00067:83-437:cov=0.805	OG0002971
Colias_croceus	Colias_croceus_15731	CYP	Pfam:PF00067:84-532:cov=0.833	OG0002971
Colias_croceus	Colias_croceus_15734	CYP	Pfam:PF00067:87-535:cov=0.828	OG0002971
Colias_croceus	Colias_croceus_1574	CYP	Pfam:PF00067:29-402:cov=0.910	OG0000040
Colias_croceus	Colias_croceus_15860	UGT	Pfam:PF00201:132-510:cov=0.719	OG0000608
Colias_croceus	Colias_croceus_15896	CYP	Pfam:PF00067:63-495:cov=0.844	OG0002349
Colias_croceus	Colias_croceus_15944	EH	Pfam:PF00561:68-372:cov=0.780	OG0001526
Colias_croceus	Colias_croceus_15946	EH	Pfam:PF00561:2-131:cov=0.546	OG0001526
Colias_croceus	Colias_croceus_16163	CCE	Pfam:PF00135:3-522:cov=0.970	OG0000244
Colias_croceus	Colias_croceus_16181	CCE	Pfam:PF00135:25-550:cov=0.908	OG0000129
Colias_croceus	Colias_croceus_16183	CCE	Pfam:PF00135:3-529:cov=0.944	OG0000129
Colias_croceus	Colias_croceus_16632	SOD_CuZn	Pfam:PF00080:13-149:cov=0.884	OG0002102
Colias_croceus	Colias_croceus_1680	EH	Pfam:PF00561:2-123:cov=0.391	OG0003613
Colias_croceus	Colias_croceus_1689	EH	Pfam:PF00561:71-360:cov=0.740	OG0003613
Colias_croceus	Colias_croceus_16933	EH	Pfam:PF00561:78-367:cov=0.665	OG0000119
Colias_croceus	Colias_croceus_17122	bHLH	Pfam:PF00010:87-137:cov=0.357	OG0004348
Colias_croceus	Colias_croceus_17226	UGT	Pfam:PF00201:105-510:cov=0.748	OG0005770
Colias_croceus	Colias_croceus_1732	CCE	Pfam:PF00135:20-526:cov=0.827	OG0004654
Colias_croceus	Colias_croceus_17325	ABC_TMD	Pfam:PF00664:122-391:cov=0.387	OG0005978
Colias_croceus	Colias_croceus_17360	bHLH	Pfam:PF00010:32-89:cov=0.372	OG0009690
Colias_croceus	Colias_croceus_17513	UGT	Pfam:PF00201:104-504:cov=0.761	OG0008892
Colias_croceus	Colias_croceus_17601	Thioredoxin	Pfam:PF00085:36-134:cov=0.688	OG0003512
Colias_croceus	Colias_croceus_17647	CYP	Pfam:PF00067:127-568:cov=0.770	OG0003403
Colias_croceus	Colias_croceus_17649	CYP	Pfam:PF00067:209-437:cov=0.517	OG0003403
Colias_croceus	Colias_croceus_17679	UGT	Pfam:PF00201:90-498:cov=0.797	OG0000546
Colias_croceus	Colias_croceus_17720	UGT	Pfam:PF00201:95-506:cov=0.802	OG0000546
Colias_croceus	Colias_croceus_17852	UGT	Pfam:PF00201:33-497:cov=0.898	OG0000546
Colias_croceus	Colias_croceus_17855	UGT	Pfam:PF00201:102-460:cov=0.508	OG0000546
Colias_croceus	Colias_croceus_17857	UGT	Pfam:PF00201:29-425:cov=0.896	OG0000546
Colias_croceus	Colias_croceus_18293	Catalase	Pfam:PF00199:47-423:cov=0.728	OG0000338
Colias_croceus	Colias_croceus_18471	CYP	Pfam:PF00067:37-448:cov=0.920	OG0005497
Colias_croceus	Colias_croceus_18474	CYP	Pfam:PF00067:17-422:cov=0.940	OG0005497
Colias_croceus	Colias_croceus_18601	CYP	Pfam:PF00067:31-457:cov=0.890	OG0007322
Colias_croceus	Colias_croceus_18616	CCE	Pfam:PF00135:23-568:cov=0.682	OG0009583
Colias_croceus	Colias_croceus_18631	CYP	Pfam:PF00067:33-492:cov=0.907	OG0006770
Colias_croceus	Colias_croceus_18632	CYP	Pfam:PF00067:54-420:cov=0.846	OG0006770
Colias_croceus	Colias_croceus_18845	CYP	Pfam:PF00067:69-476:cov=0.813	OG0000248
Colias_croceus	Colias_croceus_19020	CYP	Pfam:PF00067:32-490:cov=0.884	OG0000057
Colias_croceus	Colias_croceus_19191	CYP	Pfam:PF00067:213-532:cov=0.565	OG0007818
Colias_croceus	Colias_croceus_19204	Nuclear_receptor_LBD	Pfam:PF00104:238-422:cov=0.411	OG0003819
Colias_croceus	Colias_croceus_19209	CYP	Pfam:PF00067:4-345:cov=0.945	OG0000103
Colias_croceus	Colias_croceus_19746	CYP	Pfam:PF00067:31-474:cov=0.906	OG0001139
Colias_croceus	Colias_croceus_19873	CCE	Pfam:PF00135:24-483:cov=0.945	OG0002524
Colias_croceus	Colias_croceus_19875	CCE	Pfam:PF00135:24-513:cov=0.906	OG0002524
Colias_croceus	Colias_croceus_19914	GST_N	Pfam:PF02798:1-77:cov=0.358	OG0004952
Colias_croceus	Colias_croceus_19975	CCE	Pfam:PF00135:25-446:cov=0.424;Pfam:PF00135:481-985:cov=0.507	OG0021764
Colias_croceus	Colias_croceus_19976	CCE	Pfam:PF00135:25-524:cov=0.933	OG0004633
Colias_croceus	Colias_croceus_20169	CCE	Pfam:PF00135:19-482:cov=0.912	OG0006528
Colias_croceus	Colias_croceus_20171	CCE	Pfam:PF00135:19-526:cov=0.939	OG0006528
Colias_croceus	Colias_croceus_20172	CCE	Pfam:PF00135:19-525:cov=0.920	OG0006528
Colias_croceus	Colias_croceus_20219	EH	Pfam:PF00561:90-349:cov=0.642	OG0000387
Colias_croceus	Colias_croceus_20220	EH	Pfam:PF00561:66-325:cov=0.682	OG0000387
Colias_croceus	Colias_croceus_20221	EH	Pfam:PF00561:74-333:cov=0.668	OG0000387
Colias_croceus	Colias_croceus_20348	CCE	Pfam:PF00135:24-524:cov=0.936	OG0004633
Colias_croceus	Colias_croceus_20379	GST_C	Pfam:PF00043:29-81:cov=0.505	OG0006975
Colias_croceus	Colias_croceus_20476	CCE	Pfam:PF00135:28-540:cov=0.936	OG0009697
Colias_croceus	Colias_croceus_20504	ABC_TMD	Pfam:PF00664:126-400:cov=0.396	OG0005243
Colias_croceus	Colias_croceus_20506	Nuclear_receptor_LBD	Pfam:PF00104:157-339:cov=0.459	OG0001039
Colias_croceus	Colias_croceus_20508	Nuclear_receptor_LBD	Pfam:PF00104:212-394:cov=0.403	OG0001039
Colias_croceus	Colias_croceus_20509	Nuclear_receptor_LBD	Pfam:PF00104:170-352:cov=0.397	OG0001039
Colias_croceus	Colias_croceus_20560	Keap1_BTB	Pfam:PF00651:91-190:cov=0.402	OG0007551
Colias_croceus	Colias_croceus_20562	Keap1_BTB	Pfam:PF00651:141-237:cov=0.351	OG0007551
Colias_croceus	Colias_croceus_20612	CCE	Pfam:PF00135:17-512:cov=0.884	OG0004715
Colias_croceus	Colias_croceus_20709	CCE	Pfam:PF00135:21-513:cov=0.918	OG0004633
Colias_croceus	Colias_croceus_20715	CYP	Pfam:PF00067:284-479:cov=0.384	OG0009014
Colias_croceus	Colias_croceus_20834	CCE	Pfam:PF00135:34-569:cov=0.898	OG0002076
Colias_croceus	Colias_croceus_20836	CCE	Pfam:PF00135:4-422:cov=0.939	OG0002076
Colias_croceus	Colias_croceus_21062	FMO	Pfam:PF00743:128-269:cov=0.436	OG0001389
Colias_croceus	Colias_croceus_21063	FMO	Pfam:PF00743:128-230:cov=0.371	OG0001389
Colias_croceus	Colias_croceus_21085	Nuclear_receptor_LBD	Pfam:PF00104:235-400:cov=0.384	OG0001532
Colias_croceus	Colias_croceus_21088	Nuclear_receptor_LBD	Pfam:PF00104:256-421:cov=0.366	OG0001532
Colias_croceus	Colias_croceus_2112	CCE	Pfam:PF00135:176-700:cov=0.606	OG0003452
Colias_croceus	Colias_croceus_2115	CCE	Pfam:PF00135:176-738:cov=0.602	OG0003452
Colias_croceus	Colias_croceus_21264	bHLH	Pfam:PF00010:18-75:cov=0.379	OG0002702
Colias_croceus	Colias_croceus_21317	CCE	Pfam:PF00135:277-505:cov=0.421;Pfam:PF00135:37-257:cov=0.406	OG0009733
Colias_croceus	Colias_croceus_21577	CCE	Pfam:PF00135:2-271:cov=0.849	OG0009996
Colias_croceus	Colias_croceus_21578	CCE	Pfam:PF00135:2-290:cov=0.957	OG0009996
Colias_croceus	Colias_croceus_21624	CYP	Pfam:PF00067:43-497:cov=0.885	OG0002891
Colias_croceus	Colias_croceus_21639	CCE	Pfam:PF00135:21-529:cov=0.721	OG0007335
Colias_croceus	Colias_croceus_21699	CCE	Pfam:PF00135:91-622:cov=0.840	OG0005926
Colias_croceus	Colias_croceus_21719	FMO	Pfam:PF00743:38-246:cov=0.450	OG0006768
Colias_croceus	Colias_croceus_21813	CCE	Pfam:PF00135:1-432:cov=0.945	OG0000760
Colias_croceus	Colias_croceus_21815	CCE	Pfam:PF00135:62-540:cov=0.824	OG0000760
Colias_croceus	Colias_croceus_21924	UGT	Pfam:PF00201:73-514:cov=0.810	OG0003400
Colias_croceus	Colias_croceus_21926	UGT	Pfam:PF00201:221-457:cov=0.485	OG0003400
Colias_croceus	Colias_croceus_21934	UGT	Pfam:PF00201:33-507:cov=0.906	OG0005647
Colias_croceus	Colias_croceus_22040	SULT	Pfam:PF00685:136-236:cov=0.351	OG0002981
Colias_croceus	Colias_croceus_22155	CYP	Pfam:PF00067:55-507:cov=0.852	OG0000057
Colias_croceus	Colias_croceus_22366	CYP	Pfam:PF00067:36-485:cov=0.884	OG0000058
Colias_croceus	Colias_croceus_22368	CYP	Pfam:PF00067:36-485:cov=0.872	OG0000058
Colias_croceus	Colias_croceus_2238	EH	Pfam:PF00561:2-282:cov=0.927	OG0003613
Colias_croceus	Colias_croceus_22705	CCE	Pfam:PF00135:22-522:cov=0.880	OG0000020
Colias_croceus	Colias_croceus_22707	CCE	Pfam:PF00135:23-523:cov=0.879	OG0000020
Colias_croceus	Colias_croceus_22708	CCE	Pfam:PF00135:22-525:cov=0.880	OG0000020
Colias_croceus	Colias_croceus_22738	CYP	Pfam:PF00067:35-472:cov=0.873	OG0002244
Colias_croceus	Colias_croceus_22852	CYP	Pfam:PF00067:68-520:cov=0.837	OG0000058
Colias_croceus	Colias_croceus_22897	CCE	Pfam:PF00135:25-507:cov=0.899	OG0000020
Colias_croceus	Colias_croceus_22898	CCE	Pfam:PF00135:22-506:cov=0.905	OG0000020
Colias_croceus	Colias_croceus_22899	CCE	Pfam:PF00135:22-512:cov=0.904	OG0000020
Colias_croceus	Colias_croceus_22943	EH	Pfam:PF00561:54-295:cov=0.783	OG0000744
Colias_croceus	Colias_croceus_22978	CYP	Pfam:PF00067:36-458:cov=0.869	OG0003690
